transaction_id,store,transaction_date,plan,contract_type,amount,status,source_file,source_folder,month_start,year_month
264b5f41,Chicago,2019-12-02 00:00:00,Bronze,EXISTING,12.2,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
291b9417,Las Vegas,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
295587ea,Las Vegas,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
296be3e3,Boston,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
2991434c,Chicago,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
2a534046,San Francisco,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
2af7b14b,Boston,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
2b6d579d,Chicago,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
2bf7e5b6,Boston,2019-12-02 00:00:00,Bronze,EXISTING,12.2,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
2cce82e1,San Francisco,2019-12-02 00:00:00,Bronze,EXISTING,12.2,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
2cea4778,Washington DC,2019-12-02 00:00:00,Bronze,EXISTING,12.2,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
2d330b6d,Boston,2019-12-02 00:00:00,Bronze,EXISTING,12.2,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
2e9f60d9,San Francisco,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
2ee40ea9,Boston,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
30ecbb4c,Washington DC,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
31ab33be,Washington DC,2019-12-02 00:00:00,Bronze,EXISTING,12.2,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
31ac134e,Chicago,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
32eb2abe,New York,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
33f79734,San Francisco,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
37c02c7b,New York,2019-12-02 00:00:00,Bronze,EXISTING,12.2,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
380c9b2e,New York,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
39528af6,Chicago,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
39759009,Las Vegas,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
3a7aae2c,New York,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
3aadb0ed,Washington DC,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
3ac31cbc,San Francisco,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
3c420d06,San Francisco,2019-12-02 00:00:00,Bronze,EXISTING,12.2,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
3c5d7f68,New York,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
3de4be7c,Chicago,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
3e89e42e,New York,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
3ee142cd,Boston,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
3fa420cc,Las Vegas,2019-12-02 00:00:00,Bronze,EXISTING,12.2,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
413f1313,Washington DC,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
41ece727,Washington DC,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
421c2ad6,Las Vegas,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
422d8b72,San Francisco,2019-12-02 00:00:00,Bronze,EXISTING,12.2,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
425c9210,New York,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
44c3e4ba,Las Vegas,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
45d2b110,Las Vegas,2019-12-02 00:00:00,Bronze,EXISTING,12.2,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
45f24ee8,Las Vegas,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
46acaee2,Las Vegas,2019-12-02 00:00:00,Bronze,EXISTING,12.2,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
4a1451e7,Chicago,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
4aa17295,Chicago,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
4c5e0648,Chicago,2019-12-02 00:00:00,Bronze,EXISTING,12.2,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
4d53849e,Chicago,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
4e51d922,Chicago,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
4f3e39ac,Las Vegas,2019-12-02 00:00:00,Bronze,EXISTING,12.2,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
500b2cea,San Francisco,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
5188ca6c,Washington DC,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
52959f3f,New York,2019-12-02 00:00:00,Bronze,EXISTING,12.2,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
53ce7724,Las Vegas,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
543cfa24,Las Vegas,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
544e7481,San Francisco,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
544e7fa5,Chicago,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
5478a321,Chicago,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
54895f63,Washington DC,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
5609a866,San Francisco,2019-12-02 00:00:00,Bronze,EXISTING,12.2,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
56206310,Boston,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
57c217cf,San Francisco,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
58326167,New York,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
59616078,Las Vegas,2019-12-02 00:00:00,Bronze,EXISTING,12.2,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
5a4a4601,Chicago,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
5ee5d8b5,Boston,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
5f685278,San Francisco,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
5f70836e,Las Vegas,2019-12-02 00:00:00,Bronze,EXISTING,12.2,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
602de14a,Chicago,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
618ce333,Chicago,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
655b0b82,Chicago,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
657dcefd,Boston,2019-12-02 00:00:00,Bronze,EXISTING,12.2,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
65c4f3df,Chicago,2019-12-02 00:00:00,Bronze,EXISTING,12.2,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
660a9fa5,Las Vegas,2019-12-02 00:00:00,Bronze,EXISTING,12.2,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
664c6d7c,New York,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
671f753f,Chicago,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
67a861e9,Chicago,2019-12-02 00:00:00,Bronze,EXISTING,12.2,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
68e80923,Las Vegas,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
6cbb3506,Las Vegas,2019-12-02 00:00:00,Bronze,EXISTING,12.2,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
6ea1498c,Washington DC,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
6ef93763,Las Vegas,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
6ff326a4,San Francisco,2019-12-02 00:00:00,Bronze,EXISTING,12.2,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
70175860,Chicago,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
709c939c,Las Vegas,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
7293d94c,Las Vegas,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
741135fd,Las Vegas,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
743cd5bb,Las Vegas,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
75a72a5c,Washington DC,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
76ec6340,Chicago,2019-12-02 00:00:00,Bronze,EXISTING,12.2,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
77648948,Boston,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
7782db11,Washington DC,2019-12-02 00:00:00,Bronze,EXISTING,12.2,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
7930bae9,Las Vegas,2019-12-02 00:00:00,Bronze,EXISTING,12.2,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
7941a530,Las Vegas,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
7a2a99d2,Las Vegas,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
8123d196,Washington DC,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
81952377,San Francisco,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
82d2d062,New York,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
83969985,San Francisco,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
8414c375,Chicago,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
851267cd,Chicago,2019-12-02 00:00:00,Bronze,EXISTING,12.2,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
85e218bb,Chicago,2019-12-02 00:00:00,Bronze,EXISTING,12.2,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
86ed67a9,Chicago,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
8b4b33e5,Chicago,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
8c7aae5e,Chicago,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
8de68eb8,Boston,2019-12-02 00:00:00,Bronze,EXISTING,12.2,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
8eaaac40,Chicago,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
8ef3dc2c,Boston,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
8f080382,San Francisco,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
8f1e5caf,San Francisco,2019-12-02 00:00:00,Bronze,EXISTING,12.2,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
8f901a3d,Boston,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
915971fb,Las Vegas,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
91fdb6f4,Chicago,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
93172875,Washington DC,2019-12-02 00:00:00,Bronze,EXISTING,12.2,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
93b6be17,San Francisco,2019-12-02 00:00:00,Bronze,EXISTING,12.2,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
93f2f68d,Chicago,2019-12-02 00:00:00,Bronze,EXISTING,12.2,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
962a4deb,New York,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
9945d3e3,New York,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
9a724037,Chicago,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
9aeb5561,Chicago,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
9d0b84d8,San Francisco,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
9d248511,Washington DC,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
9df571df,Washington DC,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
9ed25d63,Chicago,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
9f0cb182,Washington DC,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
a0d9e1f5,Chicago,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
a13bbed8,San Francisco,2019-12-02 00:00:00,Bronze,EXISTING,12.2,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
a1fbab8b,Boston,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
a3620ab1,New York,2019-12-02 00:00:00,Bronze,EXISTING,12.2,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
a4a0cf13,San Francisco,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
a530f2ba,San Francisco,2019-12-02 00:00:00,Gold,EXISTING,19.35,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
a578d9a0,Chicago,2019-12-02 00:00:00,Silver,EXISTING,14.25,ACTIVE,2019-12.xls,raw_sales_data,2019-12-01 00:00:00,2019-12
